,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
3457,Jeff Cercone,"Video shows abortion rights activist urging women to ""run on down to the abortion clinic"" if they get pregnant.",Facebook posts,"May 11, 2022",FALSE,FAKE,0
3458,Tom Kertscher,Mehmet Oz is “pro-abortion.”,Dave McCormick,"May 11, 2022",barely-true,REAL,1
3459,Monique Curet,"Says photo shows ""the sharpest image of the sun ever recorded.""",Facebook posts,"May 11, 2022",FALSE,FAKE,0
3460,Monique Curet,"Says video shows ""Ukrainian forces shoot down Russian plane carrying hundreds (of) troops on Kyiv airport.""",Facebook posts,"May 10, 2022",FALSE,FAKE,0
3461,Monique Curet,"""148th Kentucky Derby winner Rich Strike jockey Sonny Leon just turned down a White House invite, saying 'If I wanted to see a horse's ass, I would have came (sic) in second.’""",Facebook posts,"May 10, 2022",pants-fire,REAL,1
3462,Monique Curet,"Margaret Sanger, founder of Planned Parenthood, referred to Black women as weeds that needed to be plucked from their garden, and was a supporter of the Ku Klux Klan and a Democrat.",Peggy Hubbard,"May 10, 2022",FALSE,FAKE,0
3463,D.L. Davis,"The state crime lab under Attorney General Josh Kaul ""is testing significantly less items than former AG Brad Schimel and is still taking longer to test many categories of key items in comparison to Schimel, including DNA.""",Eric Toney,"May 10, 2022",TRUE,REAL,1
3464,Lyle Muller,"“Senator Grassley hopped off the Finance Committee, where he could be helpful to Iowa and the nation, in favor of the Judiciary Committee""",Mike Franken,"May 9, 2022",FALSE,FAKE,0
3465,Jeff Cercone,"""GOP Sen. Marsha Blackburn has proposed that birth control should only be legal for MARRIED couples.”",X posts,"May 9, 2022",FALSE,FAKE,0
3466,Samantha Putterman,"“Tennessee just banned Plan B and made it a crime punishable by a $50,000 fine to order it.”",Pam Keith,"May 9, 2022",FALSE,FAKE,0
3467,Nusaiba Mizan,"""In Texas, Republicans passed a law allowing rapists to sue their victims for getting an abortion.""",Alexandria Ocasio-Cortez,"May 9, 2022",FALSE,FAKE,0
3468,Samantha Putterman,Amber Heard plagiarized lines from the movie “The Talented Mr. Ripley” in her opening statement during the Johnny Depp libel trial.,Facebook posts,"May 9, 2022",FALSE,FAKE,0
3469,Jill Terreri,"When the New York State Senate voted to legalize abortion in 1970, 12 Republican senators voted in favor of it.",Andrea Stewart-Cousins,"• May 7,",TRUE,REAL,1
3470,Bill McCarthy,"When there is “a noose on a college dorm of a Black student” or a racial slur “on a dormitory building, the odds are overwhelming that a Black student actually did that.""",Dennis Prager,"May 6, 2022",FALSE,FAKE,0
3471,Sara Swann,“If you earn $100 and pay $33 income tax you’re left with $67. You then buy $67 worth of fuel and in doing so pay a 48% fuel tax (fuel tax = $32.16 + $6.70 GST). This means that the government just got $71.86 tax from your hard earned $100.”,Facebook posts,"May 6, 2022",barely-true,REAL,1
3472,Samantha Putterman,“Military Arrests Biden’s Sec. of Agriculture Tom Vilsack.”,Bloggers,"May 6, 2022",pants-fire,REAL,1
3473,Elizabeth Egan,“New York leads the U.S. in population loss.”,Lee Zeldin,"May 6, 2022",TRUE,REAL,1
3474,Monique Curet,“Roe v. Wade happened because a woman lied about being raped by black men.”,Facebook posts,"May 6, 2022",FALSE,FAKE,0
3475,Samantha Putterman,“mRNA Vaccines Show No Mortality Benefit - Danish Study”,YouTube videos,"May 6, 2022",FALSE,FAKE,0
3476,Madeline Heim,"Says Gov. Tony Evers ""wanted to increase your taxes by $1 billion just for heating your homes. Instead, Republicans cut your taxes by more than $2 billion.""",John Macco,"May 6, 2022",half-true,REAL,1
3477,Monique Curet,“Space X’s Starlink internet constellation has angered Russia as it was reported that the Starlink satellite constellation was used to guide the fire” on the Russian ship Moskva.,Facebook posts,"May 5, 2022",FALSE,FAKE,0
3478,Gabrielle Settles,Says JFK. Jr is masquerading as QAnon promoter Juan O. Savin.,Facebook posts,"May 5, 2022",pants-fire,REAL,1
3479,Jon Greenberg,“Republicans DO NOT want to throw doctors” in jail.,National Republican Senatorial Committee,"May 5, 2022",pants-fire,REAL,1
3480,Vivian Lam,"""Pfizer tries to hide 2.4K full-time hires handling vax injuries.""",One America News,"May 5, 2022",barely-true,REAL,1
3481,Warren Fiske,"“Justices Gorsuch, Kavanaugh, and Barrett assured the Senate Judiciary Committee and the American people that Roe v. Wade was ‘established precedent.’”",Don Beyer,"May 5, 2022",mostly-true,REAL,1
3482,Yacob Reyes,"“The student debt that is out there, almost 60% of it is graduate school debt.”",Ron DeSantis,"May 5, 2022",barely-true,REAL,1
3483,Madison Czopek,"“There has never been a leak anything like this” draft of a Supreme Court opinion that would overturn Roe v. Wade. “There’s never been a leak of a vote — much less an actual opinion, much less in a case of this significance.”",Jeffrey Toobin,"May 4, 2022",mostly-true,REAL,1
3484,Monique Curet,NBC News “covered up Hunter Biden laptop story.”,Elon Musk,"May 4, 2022",FALSE,FAKE,0
3485,Sara Swann,“There are 63 million abortions a year in this country.”,Jeanine Pirro,"May 4, 2022",FALSE,FAKE,0
3486,Jill Terreri,"“A STOLEN ELECTION: State totals minus illegal ballot trafficking numbers give President Trump decisive victories in AZ, GA, MI, PA, and WI.”",The Gateway Pundit,"• May 4,",FALSE,FAKE,0
3487,Monique Curet,“White House physician demands Biden’s immediate resignation following his ‘obvious’ cognitive decline.”,Facebook posts,"May 3, 2022",FALSE,FAKE,0
3488,Madison Czopek,“Paying taxes is optional!!”,Facebook posts,"May 3, 2022",pants-fire,REAL,1
3489,Sara Swann,“Canada’s new law allows government to take children away if parents don’t accept kids’ ‘gender identity.’”,Instagram posts,"May 3, 2022",FALSE,FAKE,0
3490,Bill McCarthy,"Conservatives gained Twitter followers after the company announced its deal with Elon Musk because ""Twitter lifted a broad anti-conservative, anti-Trump shadow ban.”",Sean Hannity,"May 2, 2022",FALSE,FAKE,0
3491,Samantha Putterman,Images show the Ukrainian flag being replaced by the Soviet Union flag in Mariupol in 2022.,Instagram posts,"May 2, 2022",FALSE,FAKE,0
3492,Ciara O'Rourke,Jackie Chan is dead.,Facebook posts,"May 2, 2022",pants-fire,REAL,1
3493,Andy Nguyen,“The President of Ukraine owns a $35 million home in Florida and has $1.2 billion in a overseas bank account.”,Facebook posts,"May 2, 2022",FALSE,FAKE,0
3494,Maria Ramirez,Sen. Mark Kelly voted “for benefits to illegals.”,National Republican Senatorial Committee,"• May 2,",FALSE,FAKE,0
3495,Tom Kertscher,"Matt Dolan sponsored Michael Bloomberg's “red-flag gun confiscation law, letting the people reporting your social media posts send SWAT teams to your house to take your guns.""",Ohio Gun Owners,"May 2, 2022",FALSE,FAKE,0
3496,Analisa Trofimuk,We’ve reduced crime to its lowest level in 27 years.,Keith Pekau,"May 1, 2022",TRUE,REAL,1
3497,Jill Terreri,"Since taking office, Hochul has passed more than 400 new bills",Kathy Hochul,"• April 30,",TRUE,REAL,1
3498,Ciara O'Rourke,"The “Franklin scandal” broke in 1989 “when hundreds of children were apparently flown around the US to be abused by high ranking ‘Establishment’ members.""",Facebook posts,"April 29, 2022",FALSE,FAKE,0
3499,Madison Czopek,"“Tylenol is the #1 cause of acute liver failure in the US with 27% of people dying & kills at least 100,000 per year from its use.”",Facebook posts,"April 29, 2022",FALSE,FAKE,0
3500,Ciara O'Rourke,“Hillary Clinton is in jail at Gitmo at the moment.”,Facebook posts,"April 29, 2022",pants-fire,REAL,1
3501,Ciara O'Rourke,“Elon Musk just fired the entire Twitter board of directors.”,Facebook posts,"April 29, 2022",FALSE,FAKE,0
3502,Ciara O'Rourke,“Italian football agent Mino Raiola has died after suffering from an illness.”,Facebook posts,"April 29, 2022",FALSE,FAKE,0
3503,Yacob Reyes,"Elon Musk tweeted, “The fact that an 18 year old can't take out a $10,000 business loan” but “can take out a $100,000 student loan tells you everything you need to know.”",Facebook posts,"April 29, 2022",FALSE,FAKE,0
3504,D.L. Davis,"Cannabis reform ""is supported by the majority of the residents of our state, including a majority of Republicans.""",Melissa Agard,"April 29, 2022",TRUE,REAL,1
3505,Samantha Putterman,“Biden to teachers: ‘They're not somebody else's children. They're yours when you're in the classroom.’”,Republican National Committee,"April 28, 2022",FALSE,FAKE,0
3506,Ciara O'Rourke,“Alkaline foods” can heal the body of cancer.,Facebook posts,"April 28, 2022",FALSE,FAKE,0
3507,Ciara O'Rourke,"“Disneyland estates have been used for MK-ULTRA mind control, human trafficking, occult rituals, and parading sexual deviants.”",Viral image,"April 28, 2022",FALSE,FAKE,0
3508,Jon Greenberg,"Says J.D. Vance said, “People who voted for Trump voted for him for racist reasons.”",Club for Growth,"April 28, 2022",FALSE,FAKE,0
3509,Ciara O'Rourke,"“War Begins — F-35, F-16 and MiG-29 NATO intercept and destroy Russia Jets in Polish air space.”",Facebook posts,"April 28, 2022",FALSE,FAKE,0
3510,Jeff Cercone,"""With 40 billion dollars, Elon Musk could have given each of the 330M people living in America a million dollars and still had $7B left over.”",Facebook posts,"April 28, 2022",FALSE,FAKE,0
3511,Madison Czopek,“The Red Cross sells your donated blood to hospitals for $150 and then that hospital charges you thousands for a blood transfusion.”,Facebook posts,"April 28, 2022",mostly-true,REAL,1
3512,Ciara O'Rourke,Wearing foot patches can help adults grow inches in weeks.,Facebook posts,"April 28, 2022",FALSE,FAKE,0
3513,Ciara O'Rourke,A video shows “satanic death cult high priestess” Oprah Winfrey condoning and promoting “pedophilia and sex trafficking.”,Facebook posts,"April 28, 2022",FALSE,FAKE,0
3514,Jeff Cercone,"Blinken, Austin trip to Kyiv may have been staged",Michael Savage,"April 28, 2022",FALSE,FAKE,0
3515,Tom Kertscher,Mehmet Oz “was a spokesman for a group who wanted to defund the police.”,Pennsylvania Conservative Fund,"April 28, 2022",FALSE,FAKE,0
3516,Bill McCarthy,Elon Musk suspended Bill Gates from Twitter.,X posts,"April 27, 2022",FALSE,FAKE,0
3517,Ciara O'Rourke,Photo of unbroken windows proves war in Ukraine is fake.,Viral image,"April 27, 2022",pants-fire,REAL,1
3518,Yacob Reyes,“DeSantis erases Disney’s tax exempt law. Will cost Disney $200 Mil in taxes. Per year!”,Facebook posts,"April 27, 2022",FALSE,FAKE,0
3519,Elizabeth Egan,"In 2021, “11,201 pounds of fentanyl were seized by Customs and Border Protection, which is enough to kill every American nearly seven times over.”",Claudia Tenney,"April 27, 2022",mostly-true,REAL,1
3520,Vanessa Swales,"""Ron Johnson pushed through a special tax loophole that benefited his own family's business … Then he cashed out of the company for $5 million … (he has) doubled his wealth since taking office.""",Opportunity Wisconsin,"April 27, 2022",half-true,REAL,1
3521,Ciara O'Rourke,“Marines are investigating 3 ancient pyramids discovered in Antarctica.”,Bloggers,"April 27, 2022",FALSE,FAKE,0
3522,Ciara O'Rourke,You can “reverse HIV naturally.”,Facebook posts,"April 27, 2022",FALSE,FAKE,0
3523,Luiz Romero,"“Congratulations to Ruben, knighted by the Queen. Now goes by the name, Sir Ruben.”",Facebook posts,"April 27, 2022",FALSE,FAKE,0
3524,Bill McCarthy,Videos show that Ukraine President Volodymyr Zelenskyy uses cocaine.,Facebook posts,"April 26, 2022",pants-fire,REAL,1
3525,Ciara O'Rourke,Says a Fox New chyron said the Snickers candy bar is changing its texture because of “cancel culture.”,Viral image,"April 26, 2022",FALSE,FAKE,0
3526,Ciara O'Rourke,“The same system that kept you in the dark about Ghislaine Maxwell…doesn’t mind live-streaming Johnny Depp’s trial.”,Viral image,"April 26, 2022",FALSE,FAKE,0
3527,Paul Specht,"Former Gov. Pat McCrory appointed liberals to the North Carolina Textbook Commission, which “mandated textbooks” pushing critical race theory.",School Freedom Fund,"April 26, 2022",barely-true,REAL,1
3528,Amy Sherman,A consent decree approved by Gov. Brian Kemp “invalidated all voter ID law” and “allowed fraudulent ballots to be accepted” in the 2020 race.,David Perdue,"April 26, 2022",pants-fire,REAL,1
3529,Jeff Cercone,Fires at food processing plants are an “attempt to starve us.”,Facebook posts,"April 26, 2022",FALSE,FAKE,0
3530,Jeff Cercone,Hepatitis outbreak in kids may be related to Johnson & Johnson COVID-19 vaccine.,Instagram posts,"April 26, 2022",FALSE,FAKE,0
3531,Samantha Putterman,“Finnish Court rules sex with children is permitted.”,Instagram posts,"April 26, 2022",FALSE,FAKE,0
3532,Nusaiba Mizan,"""We have (people detained by ICE) that have to be seen within 24 hours, while veterans are seen within months.",Tim Westley,"April 25, 2022",FALSE,FAKE,0
3533,Bill McCarthy,A video shows the Russian warship Moskva exploding.,TikTok posts,"April 25, 2022",FALSE,FAKE,0
3534,Bill McCarthy,“The White House presented commemorative coins” dedicated to Ukraine President Volodymyr Zelenskyy.,Facebook posts,"April 25, 2022",FALSE,FAKE,0
3535,Samantha Putterman,Bath and Body Works products are not recommended during pregnancy because they are suspected of “damaging fertility or the unborn child.”,Facebook posts,"April 22, 2022",FALSE,FAKE,0
3536,Paul Specht,“Most Americans favor keeping Title 42 in place.”,Thom Tillis,"April 22, 2022",half-true,REAL,1
3537,Amy Sherman,Brian Kemp and Secretary of State Brad Raffensperger “perhaps in collusion with the Radical Left Democrats” are attempting to “unseat” U.S. Rep. Marjorie Taylor Greene.,Donald Trump,"April 22, 2022",FALSE,FAKE,0
3538,Louis Jacobson,"""For four years, I was a full professor at the University of Pennsylvania.""",Joe Biden,"April 22, 2022",half-true,REAL,1
3539,Tom Kertscher,“J.D. Vance called for higher taxes.”,Mike Gibbons,"April 22, 2022",half-true,REAL,1
3540,Tom Kertscher,"""As Ohio treasurer, Josh Mandel loaned your money to Chinese business interests, and Mandel opposed a bill holding Communist China accountable when they cheated and stole American jobs.""",Mike Gibbons,"April 22, 2022",barely-true,REAL,1
3541,Yacob Reyes,Says he has “always” believed “in a woman’s right to choose.”,Charlie Crist,"April 22, 2022",FALSE,FAKE,0
3542,Monique Curet,Dr. Anthony Fauci said lockdowns are a method for coercing people to comply with COVID-19 vaccinations.,Facebook posts,"April 22, 2022",FALSE,FAKE,0
3543,Laura Schulte,“Inflation has gone up every month of the Biden presidency and just hit another 40-year high.”,Mike Gallagher,"April 22, 2022",mostly-true,REAL,1
3544,Monique Curet,"""America (is) trying to overthrow the Ukraine government just as the shadow government has infiltrated and overthrown the US government.""",Facebook posts,"April 22, 2022",FALSE,FAKE,0
3545,Monique Curet,"Lilibet, baby daughter of the Duke and Duchess of Sussex, ""made her first appearance with the queen.”",Facebook posts,"April 22, 2022",FALSE,FAKE,0
3546,Monique Curet,Arnold Schwarzenegger slept on the ground in front of a bronze statue of himself because he had been turned away from a hotel.,Facebook posts,"April 22, 2022",FALSE,FAKE,0
3547,Colleen DeGuzman,“The price of insulin increases as waistlines increase.”,Matt Gaetz,"April 21, 2022",FALSE,FAKE,0
3548,Samantha Putterman,A Reddit post shows a parent admitting to forcing their child to continue transitioning by sneaking hormone medication.,X posts,"April 20, 2022",FALSE,FAKE,0
3549,Monique Curet,"Vladimir Putin “ended the Rothschild's control over Russia by nationalizing the Russian centralized bank.""",Facebook posts,"April 20, 2022",FALSE,FAKE,0
3550,Jon Greenberg,"Joe Biden's spending “has sent prices skyrocketing.""",Jane Timken,"April 20, 2022",half-true,REAL,1
3551,Louis Jacobson,"“While the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers, the subsequent decrease in crude oil prices has failed to meaningfully provide relief for Georgia's families at the pump.”",Raphael Warnock,"April 20, 2022",mostly-true,REAL,1
3552,Ciara O'Rourke,A photo shows students in Lviv celebrating Adolf Hitler’s birthday.,X posts,"April 20, 2022",pants-fire,REAL,1
3553,Ciara O'Rourke,“Hunter Biden arrested this morning.”,Facebook posts,"April 20, 2022",pants-fire,REAL,1
3554,Luiz Romero,"After Russia invaded Ukraine, Google Maps “opened all military and strategic facilities in Russia.”",Facebook posts,"April 20, 2022",FALSE,FAKE,0
3555,Ciara O'Rourke,Footage of the Bidens celebrating Easter at the White House is fake.,Facebook posts,"April 20, 2022",pants-fire,REAL,1
3556,Ciara O'Rourke,"Vladimir Putin “released 35,000 children from tunnels and subway in Ukraine.”",Facebook posts,"April 20, 2022",pants-fire,REAL,1
3557,Samantha Putterman,The Australian Technical Advisory Group on Immunisation advised that the COVID-19 vaccine may be given to patients under sedation for unrelated procedures without consent as a way to force compliance.,Instagram posts,"April 19, 2022",FALSE,FAKE,0
3558,Bill McCarthy,"COVID-19 is a synthetic version of “snake venom” that evil forces are spreading through remdesivir, the COVID-19 vaccines and drinking water to “make you a hybrid of Satan.”","""Watch The Water""","April 19, 2022",pants-fire,REAL,1
3559,Gabrielle Settles,"President Joe Biden was confused, “turned around and shook hands with thin air” after a speech.",Facebook posts,"April 19, 2022",FALSE,FAKE,0
3560,D.L. Davis,"If Wisconsin Gov. Tony Evers ""had passed his (gas) tax increases ... fuel prices would be at least a dime higher.",Tony Kurtz,"April 19, 2022",mostly-true,REAL,1
3561,Tom Kertscher,"Dave McCormick is ""liberal, pro-Biden, pro-China.""",Mehmet Oz,"April 19, 2022",FALSE,FAKE,0
3562,Warren Fiske,"“They’re going to be giving these people who come across the border, giving them smartphones.”",Rob Wittman,"April 19, 2022",half-true,REAL,1
3563,Jeff Cercone,"""No one visiting Disney can get in” because of protest.",Facebook posts,"April 19, 2022",FALSE,FAKE,0
3564,Ciara O'Rourke,"“If your roommate catches HIV, you will be exposed to it and will probably contract it too, given long enough.”",Facebook posts,"April 19, 2022",FALSE,FAKE,0
3565,Monique Curet,CNN tweeted about “brave children” in Ukraine signing up to fight Russia.,Instagram posts,"April 19, 2022",pants-fire,REAL,1
3566,Ciara O'Rourke,Joe Biden’s comments prove that food shortages are being “done deliberately by the governments of the world.”,Viral image,"April 18, 2022",FALSE,FAKE,0
3567,Monique Curet,March 2022 moon crash was orchestrated by the government and visible from Earth.,Facebook posts,"April 18, 2022",FALSE,FAKE,0
3568,Monique Curet,Fuel containing 15% ethanol will ruin a car engine.,Facebook posts,"April 18, 2022",barely-true,REAL,1
3569,Samantha Putterman,Ukraine was responsible for the Kramatorsk train station bombing.,Facebook posts,"April 18, 2022",FALSE,FAKE,0
3570,Jeff Cercone,"MSNBC’s Mika Brzezinski said, “Elon Musk is trying to control how people think. That’s our job.”",Facebook posts,"April 18, 2022",FALSE,FAKE,0
3571,Ciara O'Rourke,"Says Adolf Hitler said, “The day mankind finds out what I was trying to defend this nation, Germany, from, then that’s the day World War III starts.”",Viral image,"April 18, 2022",FALSE,FAKE,0
3572,Sara Swann,“It’s been proven that sugar triggers and causes cancer. … So the best thing to do to prevent cancer is to avoid sugar.”,Facebook posts,"April 18, 2022",barely-true,REAL,1
3573,Yacob Reyes,"George Soros injected ""$33 million"" into Black Lives Matter.",Facebook posts,"April 18, 2022",FALSE,FAKE,0
3574,Yacob Reyes,"“Disney lost 172,000 reservations recently, valued at around $636 (million) in revenue lost.”",Facebook posts,"April 18, 2022",FALSE,FAKE,0
3575,Samantha Putterman,“Leftist justice reform” is the reason that the NYC subway shooting suspect wasn’t in jail at the time of the attack.,Facebook posts,"April 18, 2022",FALSE,FAKE,0
3576,Analisa Trofimuk,"The Biden Administration is engaging in extreme ‘woke’ politics by encouraging children to take chemical castration drugs and undergo surgeries, and they are lying to children by telling them puberty blockers are ""reversible.""",Mary Miller,"April 17, 2022",FALSE,FAKE,0
3577,Jill Terreri,“Cities in notoriously ‘tough on crime’ states like Texas and Florida saw a more significant increase in violent crime than cities in NYS.”,Crystal Peoples-Stokes,"• April 16,",half-true,REAL,1
3578,Madeline Heim,"""Ron Johnson is trying to let insurance companies deny coverage to people with pre-existing conditions like cancer, depression, pregnancy, diabetes—or even COVID.”",Sarah Godlewski,"April 15, 2022",barely-true,REAL,1
3579,Tom Kertscher,"Mehmet Oz ""called for a New Zealand-style gun ban"" and said ""Americans should have less access to guns.""",Dave McCormick,"April 15, 2022",mostly-true,REAL,1
3580,Samantha Putterman,McDonald’s added xylitol to its ice cream which is toxic to dogs.,Facebook posts,"April 14, 2022",FALSE,FAKE,0
3581,Samantha Putterman,The Brooklyn subway attack was a false flag.,Facebook posts,"April 14, 2022",pants-fire,REAL,1
3582,Gabrielle Settles,“Just passed into law today: You cannot go 5 miles over speed limit” in North Carolina.,Facebook posts,"April 14, 2022",FALSE,FAKE,0
3583,Tom Kertscher,"Brian Kemp ""dismissed concerns about voter fraud in the 2020 election"" and ""widespread illegal ballot harvesting continued, electing two Democrat senators.""",Get Georgia Right,"April 14, 2022",FALSE,FAKE,0
3584,Andy Nguyen,"""Joe Biden is giving smartphones away to illegal border crossers.”",Facebook posts,"April 14, 2022",half-true,REAL,1
3585,Jeff Cercone,“A bird pooped on Joe Biden during his speech” in Iowa.,Facebook posts,"April 13, 2022",FALSE,FAKE,0
3586,Monique Curet,Video of a Q&A response from Amazon’s Alexa confirms that chemtrails are being used “to reduce the human population.”,TikTok posts,"April 13, 2022",FALSE,FAKE,0
3587,Monique Curet,Suggests ivermectin is an effective treatment for COVID-19,One America News,"April 13, 2022",FALSE,FAKE,0
3588,Ciara O'Rourke,Sen. Marsha Blackburn made a white power symbol at Ketanji Brown Jackson.,X posts,"April 13, 2022",FALSE,FAKE,0
3589,Ciara O'Rourke,Gilbert Gottfried died from the COVID-19 vaccine.,X posts,"April 13, 2022",FALSE,FAKE,0
3590,Laura Schulte,“As your Lieutenant Governor…I cut your taxes.”,Rebecca Kleefisch,"April 13, 2022",barely-true,REAL,1
3591,Samantha Putterman,"Disney+ has had over 350,000 cancellations in the last five days.",Facebook posts,"April 12, 2022",FALSE,FAKE,0
3592,Gabrielle Settles,The chairman of Virginia’s Republican Party made a “shockingly racist post” about Defense Secretary Lloyd Austin.,Occupy Democrats,"April 12, 2022",FALSE,FAKE,0
3593,Ciara O'Rourke,Christine Blasey Ford and Brett Kavanaugh were actors wearing masks during Kavanaugh’s U.S. Supreme Court confirmation hearing.,Viral image,"April 12, 2022",pants-fire,REAL,1
3594,Yacob Reyes,"“You couldn’t buy a cannon when, in fact, the Second Amendment passed.""",Joe Biden,"April 12, 2022",FALSE,FAKE,0
3595,Jeff Cercone,Poland palace that Biden visited is fake.,Facebook posts,"April 12, 2022",FALSE,FAKE,0
3596,Ciara O'Rourke,Ukraine is the “money laundering and child sex trafficking capital of the world!”,Viral image,"April 12, 2022",FALSE,FAKE,0
3597,Madison Czopek,People protesting the Dakota Access pipeline “were intentionally poisoned” by government officials in North Dakota when a pilot “knowingly sprayed poisonous chemicals” over protesters’ camps.,Facebook posts,"April 12, 2022",FALSE,FAKE,0
3598,Samantha Putterman,The COVID-19 vaccines contain “HIV lipid wrappers.”,Facebook posts,"April 12, 2022",pants-fire,REAL,1
3599,Monique Curet,"""Special Forces arrest Deep State Dr. Anthony Fauci.""",Instagram posts,"April 12, 2022",pants-fire,REAL,1
3600,Warren Fiske,“The proposed (Virginia) House budget cuts hundreds of millions in funding for public education…”,Democratic Party of Virginia,"April 12, 2022",FALSE,FAKE,0
3601,Tom Kertscher,“Mike Lee advised Trump's legal challenges to overturn our election” and “was one of only two senators who was in on the scheme.”,Evan McMullin,"April 11, 2022",half-true,REAL,1
3602,Monique Curet,"As with people vaccinated against COVID-19, “many people who were NOT vaccinated also experienced zero or mild symptoms.”",Facebook posts,"April 11, 2022",barely-true,REAL,1
3603,Yacob Reyes,New York City is “wasting taxpayer money on” billboards in Florida.,Ron DeSantis,"April 11, 2022",FALSE,FAKE,0
3604,Gabrielle Settles,Disney CEO Bob Chapek was arrested for human trafficking.,Instagram posts,"April 8, 2022",pants-fire,REAL,1
3605,Andy Nguyen,"“With the money Elon Musk spent to buy Twitter shares, he could have given every American family $100,000 and still had enough left over to cancel all student debt.”",X posts,"April 8, 2022",pants-fire,REAL,1
3606,Jeff Cercone,2004 video shows Anthony Fauci is ignoring science on natural immunity with regard to COVID-19.,Facebook posts,"April 8, 2022",FALSE,FAKE,0
3607,Monique Curet,“German perverts open bestiality brothels.”,Michael Knowles,"April 8, 2022",FALSE,FAKE,0
3608,D.L. Davis,"""The price of insulin has been jacked up by Big Drug Corporations.”",Tammy Baldwin,"April 8, 2022",half-true,REAL,1
3609,Ciara O'Rourke,Photo shows someone in a swastika shirt giving a Nazi salute at a recent Donald Trump rally.,Viral image,"April 8, 2022",pants-fire,REAL,1
3610,Samantha Putterman,John D. Rockefeller coined the term “fossil fuel” to trick people into thinking that his product was scarce and drive up the price when fossil fuels are actually “the second most abundant liquid on the planet.”,Facebook posts,"April 8, 2022",FALSE,FAKE,0
3611,Tom Kertscher,"“A secret backroom deal"" gave ""away hundreds of millions of tax dollars to a Soros-owned company.""",David Perdue,"April 8, 2022",barely-true,REAL,1
3612,Madeline Heim,"“Over the course of two months, Tony Evers refused to remove (Curtis Schmitt Jr.) from the (state’s veterans) Board despite having the authority to do (so).”",Kevin Nicholson,"April 8, 2022",FALSE,FAKE,0
3613,Monique Curet,Schools are putting litter boxes in bathrooms to accommodate kids who identify as furries.,Facebook posts,"April 8, 2022",pants-fire,REAL,1
3614,Amy Sherman,"“Joe Biden’s open border” means that there are “more Democrat voters pouring into this country.""",J.D. Vance,"April 8, 2022",FALSE,FAKE,0
3615,Jeff Cercone,Twitter employee named Jackson Mulholland resigned in a tweet after Elon Musk joined the company’s board.,Facebook posts,"April 7, 2022",FALSE,FAKE,0
3616,Monique Curet,"""Volodymyr Zelenskyy is a cousin of George Soros, Pentagon official says.""",Facebook posts,"April 7, 2022",pants-fire,REAL,1
3617,Sara Swann,"“Colorado Governor Jared Polis has just signed into law a bill legalizing abortions through all nine months, up until the moment of birth.”",Facebook posts,"April 7, 2022",FALSE,FAKE,0
3618,Gabrielle Settles,"“Want a healthy, happy baby? Skip the Well Baby visits. They… make your baby sick.”",Facebook posts,"April 7, 2022",FALSE,FAKE,0
3619,Jeff Cercone,Photo of injured Ukrainian woman was from 2018 Russia gas explosion.,Instagram posts,"April 7, 2022",FALSE,FAKE,0
3620,Lauren White,Only 2% of K-12 students would benefit from Iowa’s school voucher bill.,Jennifer Konfrst,"April 7, 2022",TRUE,REAL,1
3621,Ciara O'Rourke,"Says Tucker Carlson said, “What if these bodies of tortured, dead civilians were staged? What if they’re fake? What if the Ukrainian military killed them & then blamed Russia? I’m not saying any of this is true, I’m just asking the questions. Why can’t we ask these questions?”",X posts,"April 7, 2022",FALSE,FAKE,0
3622,Bill McCarthy,"Josh Mandel doctored an image in a campaign ad but ""forgot to Photoshop the hands that clearly show he put his face on the body of a Black soldier.""",Occupy Democrats,"April 7, 2022",FALSE,FAKE,0
3623,Monique Curet,"""Biden changes his mind and now wants to resume building Trump’s wall.""",Facebook posts,"April 7, 2022",FALSE,FAKE,0
3624,Monique Curet,Sudden death in adults and Sudden Infant Death Syndrome are caused by vaccines.,Facebook posts,"April 6, 2022",FALSE,FAKE,0
3625,Monique Curet,A photo shows a helicopter rescue mission in Afghanistan where wounded men were loaded onboard.,Facebook posts,"April 6, 2022",FALSE,FAKE,0
3626,Jon Greenberg,"Says Sens. Lisa Murkowski, Susan Collins and Mitt Romney “are pro-pedophile.”",Marjorie Taylor Greene,"April 6, 2022",pants-fire,REAL,1
3627,Tom Gaughan,"Gov. Kathy Hochul’s “record” includes “firing” 34,000 health care workers.",Rob Astorino,"April 6, 2022",half-true,REAL,1
3628,Jon Greenberg,"In cutting greenhouse gas emissions, the United States is “the leader in the world by far.”",Dan Sullivan,"April 6, 2022",half-true,REAL,1
3629,Samantha Putterman,The FBI lost Hunter Biden’s laptop.,Donald Trump Jr.,"April 6, 2022",FALSE,FAKE,0
3630,Tom Kertscher,"""John Fetterman's a self-described democratic socialist.""",Penn Progress,"April 6, 2022",FALSE,FAKE,0
3631,Madison Czopek,“California introduces new bill that would allow mothers to kill their babies up to 7 days after birth.”,Facebook posts,"April 6, 2022",FALSE,FAKE,0
3632,Tom Kertscher,"“Senate Republicans’ plan"" would ""end Social Security"" and ""end Medicare.""",Democratic Senatorial Campaign Committee,"April 6, 2022",barely-true,REAL,1
